file_name,site_id,flag_rain,flag_anthrophony
S4A25468_20240510_084800.wav,site_1,FALSE,FALSE
S4A25468_20240510_085400.wav,site_1,FALSE,FALSE
S4A25468_20240510_085400.wav,site_1,FALSE,FALSE
S4A25468_20240510_090000.wav,site_1,FALSE,FALSE
S4A25468_20240510_090000.wav,site_1,FALSE,FALSE
S4A25468_20240510_090600.wav,site_1,FALSE,FALSE
S4A25468_20240510_090600.wav,site_1,FALSE,FALSE
S4A25468_20240510_091200.wav,site_1,FALSE,FALSE
S4A25468_20240510_091200.wav,site_1,FALSE,FALSE
S4A25468_20240510_091800.wav,site_1,FALSE,FALSE
S4A25468_20240510_091800.wav,site_1,FALSE,FALSE
S4A25468_20240510_092400.wav,site_1,FALSE,FALSE
S4A25468_20240510_092400.wav,site_1,FALSE,FALSE
S4A25468_20240510_093000.wav,site_1,FALSE,FALSE
S4A25468_20240510_093000.wav,site_1,FALSE,FALSE
S4A25468_20240510_093600.wav,site_1,FALSE,FALSE
S4A25468_20240510_093600.wav,site_1,FALSE,FALSE
S4A25468_20240510_094200.wav,site_1,FALSE,FALSE
S4A25468_20240510_094200.wav,site_1,FALSE,FALSE
S4A25468_20240510_094800.wav,site_1,FALSE,FALSE
S4A25468_20240510_094800.wav,site_1,FALSE,FALSE
S4A25468_20240510_095400.wav,site_1,FALSE,FALSE
S4A25468_20240510_095400.wav,site_1,FALSE,FALSE
S4A25468_20240510_100000.wav,site_1,FALSE,FALSE
